Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
1	00:22:14.16	IP_JA	Nur freie Kost und Verpflegung, Unterkunft, alles war frei.								
1	00:22:16.15	INT_AKE	Und freies (???)								
1	00:22:19.00	IP_JA	Es war aber keine Versicherung, keine Krankenversicherung drin.								
1	00:22:22.00	IP_JA	Und jetzt kommt das Fürchterliche:								
1	00:22:22.07	INT_AKE	Hm[kurze Pause]								
1	00:22:27.23	IP_JA	Nach sechs Wochen erkrankte ich, und man hat diese Krankheitssymptome nicht sofort erkannt.								
1	00:22:39.00	IP_JA	Ich ging dann noch ungefähr drei Tage runter in die Küche, und das Anstrengendste war ja, wir mussten ja ganz früh erst in die Kapelle.								
1	00:22:49.23	INT_AKE	Hm								
1	00:22:50.06	IP_JA	Und da bin ich dann in der Kapelle zusammengebrochen, aber von den Schwestern hat sich niemand um mein Befinden gekümmert, sondern nur meine Mitlehrköchin, ne.								
1	00:23:02.02	IP_JA	Wir saßen – lagen ja auf einem großen Saal, und die Freundin war aus Katernberg, vergess' ich auch nicht.								
1	00:23:10.08	IP_JA	Effi, ich weiß nur noch den Vornamen.								
1	00:23:13.15	IP_JA	Sie sagte:								
1	00:23:14.04	IP_JA	„Du bleibst jetzt oben, ich bring' dir zu essen, ich mach' alles."								
1	00:23:19.07	IP_JA	Ja, und dann ging das so weiter, dass ich dann ohne Besinnung war, und dann ist sie von sich aus zum Stationsarzt gegangen, zum Inneren (???)								
1	00:23:27.22	INT_AKE	Also von, von den Schwestern hat niemand irgendwie ...								
1	00:23:29.10	IP_JA	Gar nichts, gar nichts.								
1	00:23:31.00	IP_JA	Es hat sich niemand gekümmert.								
1	00:23:32.23	IP_JA	Die haben wahrscheinlich gedacht, ich, ich gebe an oder was, nun ja.								
1	00:23:36.03	IP_JA	Ich meine, auf der einen Seite sind sie christlich und mitmenschlich und da, wo es drum geht, da haben sie kein Erbarmen.								
1	00:23:42.09	INT_AKE	(???)								
1	00:23:45.01	IP_JA	Nun, jedenfalls kam dann der Arzt und hat dann einen Riesenwirbel gemacht, ich hatte 'ne doppelte Lungenentzündung und vereiterte Rippenfellentzündung.								
1	00:23:57.08	IP_JA	Da lag ich vier Monate auf Station.								
1	00:24:01.06	IP_JA	Nicht versichert, bin operiert worden, Rippenresektion – ist mir eine Rippe rausgenommen word... – wer...[Klappern von Geschirr]								
1	00:24:07.10	INT_AKE	Was ist 'ne Resektion?								
1	00:24:10.06	INT_AKE	Rausnehmen?								
1	00:24:10.24	IP_JA	Ja, die Rippe wurde rausgenommen, und dann so 'n Schlauch gelegt, damit der Eiter abfloss.								
1	00:24:16.05	IP_JA	Der floss wie Wasser ab.								
1	00:24:16.07	INT_AKE	Hm.								
1	00:24:17.15	INT_AKE	Hm[Klappern von Geschirr]								
1	00:24:19.16	IP_JA	Da hatt' ich zweimal die letzte Ölung gekriegt, also dass man dachte, ich würde es nicht mehr packen, in der Zeit hat mich mein Mann noch einmal besucht, da wir ja schon so früh, wir waren ja sehr früh befreundet.								
1	00:24:29.15	INT_AKE	Hm								
1	00:24:30.11	IP_JA	Und mein Mann hatte seine Eltern zur Sommerfrische gebracht und hat dann dabei auf 'm Rückweg hat er mich dann besucht heimlich. [lacht]								
1	00:24:38.24	IP_JA	(???)								
1	00:24:39.18	INT_AKE	Ohne Erlaubnis der Eltern? [lacht]								
1	00:24:41.00	IP_JA	Ja, und kam als mein Cousin, ne.								
1	00:24:43.22	IP_JA	Auch ins Haus.								
1	00:24:45.02	INT_AKE	Ach so, im Haus durfte man keinen (???)								
1	00:24:46.06	IP_JA	Da ...								
1	00:24:46.20	IP_JA	Nee, auch zuhause nicht, meine Eltern hätten das auch nicht erlaubt, dass ich ‘n Freund hab' – das war 'ne heimliche Liebe waren wir beide schon so früh.								
1	00:24:52.16	INT_AKE	Hm.								
1	00:24:54.00	INT_AKE	Ach so, hm								
1	00:24:55.16	IP_JA	Ich meine, durch meine Brüder wussten sie ’s ja vielleicht schon, aber es war ja nichts Offizielles.								
1	00:25:00.23	IP_JA	16 Jahre – wer denkt dann gleich an eine feste Bindung? [kurze Pause]								
1	00:25:08.08	IP_JA	Und in dieser Zeit war natürlich für meine Eltern erstens Mal die Belastung sehr groß, dass mir jetzt 'was zustößt nach alldem, was sie nun für mich, sagen wir mal, ganz gut geopfert haben, damit ich jetzt erst 'mal so weit im Leben komme, und jetzt dieser Schicksalsschlag.								
1	00:25:21.00	INT_AKE	Hm.								
1	00:25:27.12	INT_AKE	Hm[kurze Pause]								
1	00:25:30.13	IP_JA	Und durch den Hausgeistlichen, der da verschiedene Patienten hatte, die gut gestellt waren, hat er ’s dann möglich gemacht, dass meine Eltern jeden Sonntag kommen konnten, einer von den beiden.								
1	00:25:44.13	IP_JA	Erst 'mal die Fahrtkosten und den dadurch …								
1	00:25:45.24	INT_AKE	Hm.								
1	00:25:47.15	INT_AKE	(???)								
1	00:25:48.20	IP_JA	Ja.								
1	00:25:50.02	IP_JA	Und wenn es mir sehr schlecht ging, durfte meine Mutter sogar da bleiben.								
1	00:25:54.15	IP_JA	Sie ist einmal acht Tage da geblieben.								
1	00:25:56.16	INT_AKE	Hm[kurze Pause]								
1	00:25:59.17	IP_JA	Und so versuchte man, das vielleicht auf diese Art und Weise gut zu machen, weißt du, die haben doch vieles versäumt.								
1	00:26:06.15	IP_JA	Wenn sie das von Anfang an behandelt hätten, wär' 's ja gar nicht dazu gekommen, ne.								
1	00:26:10.05	INT_AKE	Und Sie selber haben vorher auch keine, keine Symptome richtig bemerkt?								
1	00:26:13.24	IP_JA	Ja, sicher, aber ich bin immer wieder zu ...								
1	00:26:15.15	INT_AKE	(???)								
1	00:26:16.17	IP_JA	Wir kannten doch gar nicht ...								
1	00:26:17.15	IP_JA	Zuhause durften wir uns auch nicht erlauben, krank zu sein.								
1	00:26:19.20	INT_AKE	Hm								
1	00:26:20.09	IP_JA	Ich wüsste nicht, dass wir 'mal ernsthaft – außer dem, was ich Ihnen vorhin gesagt habe –, dass wir ernsthaft krank waren.								
1	00:26:25.20	INT_AKE	Hm								
1	00:26:26.06	IP_JA	Trotz... trotzdem wir gar nicht die Kleidung hatten im Winter, bei den s..., bei den, bei den strengen Wintern, sagen wir 'mal 1928, ne.								
1	00:26:34.06	INT_AKE	Hm								
1	00:26:35.04	IP_JA	Wir hatten doch keine (Sonder... ?), keine lange Hose oder, oder besondere Strümpfe und Unterwäsche.								
1	00:26:40.14	INT_AKE	Hm								
1	00:26:40.17	IP_JA	Ja, das war die Normalwäsche, aber das war auch nicht immer neu, die war geflickt, die war von dem einen auf den anderen übergeben, ne.								
1	00:26:50.00	IP_JA	Ging doch so.								
1	00:26:51.00	IP_JA	Man trug das, was noch tragbar war, ob das nun vom Jungen auf das Mädchen ging, Unterwäsche, oder umgekehrt, ne.								
1	00:26:57.15	INT_AKE	Hm								
1	00:26:58.06	IP_JA	Das wurde alles genutzt, ja.								
1	00:27:01.22	IP_JA	Ja, und das war natürlich der Schlag in meinem Leben, von dem ich mich nicht erholt habe in den ersten Jahren.								
1	00:27:10.08	IP_JA	Ich konnte keine Lehrsch... – Lehre machen und nichts.								
1	00:27:14.19	INT_AKE	Und wie lange haben Sie jetzt da gelegen?								
1	00:27:14.24	IP_JA	(???)								
1	00:27:16.00	IP_JA	Bis Oktober, vom 15. Mai bis Mitte Oktober.								
1	00:27:21.09	INT_AKE	Also sechs Monate ungefähr								
1	00:27:22.21	IP_JA	Ja, ungefähr.								
1	00:27:25.08	IP_JA	Und dann kam ich nach Hause.								
1	00:27:27.03	IP_JA	Es hatte sich ‘n Abszess gebildet an der, äh, Operationsstelle, sodass ich auch immer noch in amb... ambulanter Behandlung blieb.								
1	00:27:38.02	IP_JA	Aber mit der Zeit drängte es mich ja auch, etwas zu verdienen.								
1	00:27:43.04	IP_JA	Dann fing ich erst mit einer Lehrstelle an in einem Geschäft, das Autobedarf verkaufte, vertrieb.								
1	00:27:53.21	IP_JA	Reparaturteile und so weiter.								
1	00:27:57.18	IP_JA	Aber durch all diese, äh, Artikel, die ja mit Schmiere und Fett und alles ...								
1	00:28:06.18	IP_JA	Das war ja so 'n, so 'n Ersatzteillager eher, ne.								
1	00:28:09.16	INT_AKE	Hm.								
1	00:28:10.22	INT_AKE	(???)								
1	00:28:11.00	IP_JA	Ja, das konnt' ich dann nachher gesundheitlich nicht mehr verkraften.								
1	00:28:15.23	IP_JA	Dann hab' ich da aufgehört.								
1	00:28:19.11	IP_JA	Und durch diesen Willi Pielburg, der ja 'mal in Erscheinung tritt und mir damals gesagt hat, dass mein Mann gestorben sei, die waren ja zusammen in der Kriegszeit.								
1	00:28:26.18	INT_AKE	Hm								
1	00:28:29.21	IP_JA	Und ich war mit ihm und seinen Schwestern befreundet schon von der Schulzeit her und dann treff' ich 'mal die ältere Schwester, und dann sag' ich ihr das so, dass das mit mir einfach nicht klappen, klappen wollte.								
1	00:28:40.02	INT_AKE	Dass das mit der zweiten Lehrstelle auch ...								
1	00:28:41.18	INT_AKE	Hm								
1	00:28:44.00	IP_JA	Und da sagt sie:								
1	00:28:44.16	IP_JA	„Weißt du was?“ –								
1	00:28:45.20	IP_JA	Ihr Mann war Abteilungsleiter beim Küppersbusch in der Verwaltung –								
1	00:28:48.19	INT_AKE	Hm								
1	00:28:50.21	IP_JA	„Ich frag' ihn mal, ob da nicht 'was für dich zu machen ist“, ne.								
1	00:28:54.16	IP_JA	Ja, und durch seine Fürsprache – Herr Rode, Rode hieß er – kam ich dann zur Firma Küppersbusch in die Hollerith-Abteilung.								
1	00:29:03.02	INT_AKE	Hm								
1	00:29:03.11	IP_JA	Das war ja damals dieses Loch-Verfahren, das ist ja heute EDV und so 'was (???)								
1	00:29:08.22	INT_AKE	Hm								
1	00:29:09.10	IP_JA	Aber damals war 's das amerikanische Lochverfahren als Buchhaltung und dergleichen.								
1	00:29:18.10	IP_JA	Ja, und da blieb ich dann.								
1	00:29:22.00	INT_AKE	Haben Sie da 'ne Lehre gemacht oder (???) angelernt?								
1	00:29:23.08	IP_JA	Nein nein.								
1	00:29:23.20	IP_JA	Man wurde angelernt.								
1	00:29:25.03	IP_JA	Angelernt, ne, und dann galt man als Locherin. [kurze Pause]								
1	00:29:32.00	IP_JA	Und dann hab' ich, glaub' ich, letztes Mal auch schon gesagt, dass ich mich verändern wollte während der Zeit – jetzt komm' ich noch 'mal auf die Situation zurück, was man dann im Nachhinein auch sozusagen als sippenhaft bezeichnen konnte:								
1	00:29:45.12	IP_JA	Der Personaldirektor der Deutschen Eisenwerke war Dr. Hölters, Mitglied der Deutschnationalen Partei, und das war ja der Gegenspieler, kann man so heute sagen, ne, obwohl das ja übertrieben ist, in dem einfachen Beruf meines Vaters und dem.								
1	00:29:51.23	INT_AKE	Hm								
1	00:30:05.08	IP_JA	Das war aber derjenige, der meinem Vater immer, ähm, dazu, also dass ... [laut]								
1	00:30:11.13	IP_JA	Er ist mitschuldig, wollen wir 'mal sagen, an unserer misslichen sozialen Lage, dadurch dass er meinen Vater so drangsalierte.								
1	00:30:19.10	IP_JA	Ich hatte die Bewerbung geschrieben an die Deutschen Eisenwerke, ich wollte mich gerne verändern und bekomme auch 'ne Zuschrift, ich könnte mich vorstellen.								
1	00:30:30.00	IP_JA	Das war 1939, war ich 21 Jahre alt [kurze Pause] und komm' nun in dieses mächtige Büro da rein.								
1	00:30:39.07	IP_JA	Und der Hölters war so 'n Kleiner, ich war mit seiner Fr... – Tochter befreundet sogar.								
1	00:30:44.18	IP_JA	Wir wohnten in Bulmke ...								
1	00:30:45.03	INT_AKE	Waren Sie mit der zusammen auf der Schule oder, oder wie?								
1	00:30:47.04	IP_JA	Nein, die ging, die ging aufs Lyzeum, aber wir wohnten ja in Bulmke zusammen.								
1	00:30:52.00	IP_JA	Hölters wohnte Hohenstauffenallee und ich bin auf der Wanner Straße geboren, und das gab 's ja eben, ne, man, Nachbarskinder hatten ja früher viel mehr Kontakt miteinander als heute, ne.								
1	00:30:59.13	INT_AKE	Ja, hm								
1	00:31:03.14	IP_JA	Ja, und da beguckt der Dr. Hölters sich mein Bewerbungsschreiben und sagt:								
1	00:31:10.11	IP_JA	„Johanna Lascavi?								
1	00:31:14.04	IP_JA	Sie sind doch nicht die Tochter von Friedrich Lascavi?“								
1	00:31:18.14	IP_JA	Ich sag':								
1	00:31:18.22	IP_JA	„Ja.“								
1	00:31:20.07	IP_JA	„Ja, dann erübrigt sich jedes weitere Gespräch.								
1	00:31:23.09	IP_JA	Sie kommen für uns nicht in Frage.“								
1	00:31:27.15	INT_AKE	Schlimm								
1	00:31:28.03	IP_JA	Ja, dann war ich noch bei Küppersbusch ‘n Jahr, 1940 hab' ich mich dann bei Mannesmann Röhrenwerke Consol beworben und hab' dann 'ne Zeit lang im Hauptmagazin gearbeitet und dann, als die Möglichkeit gegeben war, bin ich dann übergewechselt in die Hollerith-Abteilung.								
1	00:31:28.16	INT_AKE	(???)								
1	00:31:36.07	INT_AKE	Hm.								
1	00:31:51.05	INT_AKE	Hm								
1	00:31:52.15	IP_JA	1940 haben wir beiden dann geheiratet im Dezember, mein Mann und ich.								
1	00:32:00.18	IP_JA	Eben aus dem Grunde, weil in dem Haus, das seinen Eltern gehörte am Kaiserplatz, eine Wohnung frei war, und man konnte die nur bekommen, wenn man den Wohnbezug..., den Wohnungsbezugschein hatte.								
1	00:32:07.02	INT_AKE	Ja.								
1	00:32:13.11	INT_AKE	Hm								
1	00:32:14.03	IP_JA	Dann haben wir beiden standesamtlich geheiratet, und bin, dann bin ich eben auf 's Amt und hab' mir alle nötigen Unterlagen geholt, und so kamen wir an diese Wohnung.								
1	00:32:23.14	INT_AKE	Hm								
1	00:32:26.06	IP_JA	Mein Mann kam das erste Mal wieder nach 19 Monaten in Urlaub.								
1	00:32:31.12	INT_AKE	(???) erzählt, ja, hm								
1	00:32:34.14	IP_JA	Und als er dann zurückfuhr, 1942 war das, da ging 's auch ...								
1	00:32:39.15	IP_JA	Kamst du von Russland, ne?								
1	00:32:41.00	IP_JA	Wilhelm Alexander [								
1	00:32:41.07	IP_EHEMANN	]: Hm								
1	00:32:41.14	IP_JA	Ja. [kurze Pause]								
1	00:32:43.22	IP_JA	Ja, und dann wurde es weniger, dann kam ich 43 ...								
1	00:32:47.08	IP_JA	Ach so, jetzt. [kurze Pause]								
1	00:32:51.14	IP_JA	1942 kam mein Mann in Urlaub und als er wieder zurückfuhr – wir waren noch beide ziemlich unerfahren und so weiter in der, in der Liebe, in der Sexualität – und als er zurückfuhr, stellten sich bei mir Symptome ein, als wenn ich schwanger sei.								
1	00:33:13.14	INT_AKE	Hm								
1	00:33:15.00	IP_JA	Da hab' ich dann mir vom Amtsarzt, ich war ja bei der Knappschaft versichert, bin ich zu dem Knappschaftsarzt  hingegangen.								
1	00:33:24.00	IP_JA	„Ja,“ sagt er, „Sie sind in anderen Umständen.“ [kurze Pause]								
1	00:33:28.14	IP_JA	Das war August/September 42.								
1	00:33:32.10	INT_AKE	42?								
1	00:33:33.10	INT_AKE	Hm								
1	00:33:34.12	IP_JA	Ich nahm auch zu, kriegte die Mütterkarte, und, äh, mein Kündigungsschreiben von der Zeche wurde angenommen, denn damals war das ja so, ne, wenn man ...								
1	00:33:43.02	INT_AKE	Hm.								
1	00:33:46.14	INT_AKE	Wenn man schwanger war (???), ne?								
1	00:33:47.06	IP_JA	Ja.								
1	00:33:48.10	IP_JA	Ja, ja ja.								
1	00:33:49.12	INT_AKE	Hm								
1	00:33:50.05	IP_JA	Aber davon abgesehen, jetzt nahm ich zu, ganz normal, ganz normal.								
1	00:33:58.13	IP_JA	Und im November [kurze Pause] war hier der erste Angriff, die erste Bombe fiel in der Barbaraschule in das K... Kasino, und wir waren noch oben in der Wohnung, das kam jetzt so überraschend, [kurze Pause] und wir ziehen uns an und laufen in Keller, und da setzen mit einmal meine Blutungen ein.								
1	00:34:14.10	INT_AKE	Hm[kurze Pause]								
1	00:34:25.10	IP_JA	Ja, jetzt nahm man ja an, ist 'ne Fehlgeburt, ich war bei meinen Eltern viel, obwohl wir ja die Wohnung hatten.								
1	00:34:31.01	IP_JA	Aber da immer alleine sein, das war ja auch nicht so.								
1	00:34:33.03	IP_JA	Meine Mutter brauchte Hilfe, litt an einer Herzneurosie, sodass ich mehr bei meinen Eltern war als in der Wohnung, ne.								
1	00:34:39.23	INT_AKE	Als (daheim ?)								
1	00:34:41.00	INT_AKE	Hm								
1	00:34:41.07	IP_JA	Man fühlte sich auch da irgendwie heimischer und sicherer, ob ’s (???) liegt.								
1	00:34:47.18	IP_JA	Dann wurd' ich ins Krankenhaus gebracht und bekam 'ne Narkose.								
1	00:34:54.12	IP_JA	Als ich dann aus der Narkose erwachte, kam die Ärztin selbst, die da in dem OP gewesen ist, und eröffnete mir dann, dass ich gar kei..., gar nicht schwanger bin.								
1	00:35:07.22	IP_JA	Und sagt mir auch nicht, was sonst.								
1	00:35:08.12	INT_AKE	Hm								
1	00:35:10.02	IP_JA	Ob da nun irgendetwas vorliegt oder so, ne.								
1	00:35:13.11	IP_JA	Hat sie mir gar keine weitere Aufklärung gegeben.								
1	00:35:18.06	IP_JA	Aber 1944, da wurd' ich operiert und da hatt' ich ‘n Tumor wie 'n Kindkopf so groß.								
1	00:35:23.07	INT_AKE	Ja.								
1	00:35:28.07	INT_AKE	Im Unterleib?								
1	00:35:29.02	IP_JA	Im Unterleib.								
1	00:35:30.07	IP_JA	Ich meine, dass hätte man doch ...								
1	00:35:31.05	INT_AKE	Das hätte man doch da schon sehen müssen (???)								
1	00:35:31.23	IP_JA	Normal schon, den Anfang.								
1	00:35:33.08	IP_JA	Das war ja jetzt groß wie 'n Kinderkopf.								
1	00:35:36.17	IP_JA	Da wurd' ich dann im ...								
1	00:35:38.14	IP_JA	Ach nee, das ist ja, das kommt ja dann erst später, ich mein', ich hab' da nur jetzt ...								
1	00:35:41.21	INT_AKE	Aber dann, also als Sie da im Krankenhaus waren (???)								
1	00:35:44.03	IP_JA	War nichts, danach kriegte ich dann wieder normal meine Menstruation und, äh ...								
1	00:35:47.18	INT_AKE	Hm.								
1	00:35:49.24	INT_AKE	Und da haben die auch keine weiteren Untersuchungen gemacht oder (???)								
1	00:35:51.09	IP_JA	Gar nichts mehr, nein.								
1	00:35:53.05	IP_JA	Aber ich erinnere mich ...								
1	00:35:56.19	IP_JA	Der Helmut ist wann gefallen, Willi?								
1	00:35:59.00	IP_JA	Ein...								
1	00:35:59.04	IP_EHEMANN	1942.								
1	00:35:59.21	IP_JA	42.								
1	00:36:00.24	IP_JA	Im Frühjahr 42 war ich des Öfteren in Krankenhausbehandlung und zwar, ähm, [kurze Pause] gynäkologisch, ne, wurd' ich da mit Spritzen und so weiter im Unterleib behandelt.								
1	00:36:16.05	IP_JA	Nä... nämlich aufgrund dessen, dass das da mit mir passiert war, ne.								
1	00:36:23.18	INT_AKE	Hm[kurze Pause]								
1	00:36:26.18	IP_JA	Und dann wurd' ich da entlassen von, von dieser stationären Behandlung, da sagte der Professor noch:								
1	00:36:32.20	IP_JA	„Also jetzt ist alles in Ordnung“ – nee, das war vorher –								
1	00:36:36.13	IP_JA	„Da ist alles in Ordnung, ähm, also Sie kriegen jetzt doch, können jetzt Zwillinge kriegen.“								
1	00:36:41.11	IP_JA	Ja, und dann kam das und fiel nun zusammen, und da dacht' ich wirklich, ich wäre in Umständen, und das hatte sich ja ...								
1	00:36:46.12	INT_AKE	Ach so, das ...								
1	00:36:47.00	INT_AKE	Nach, erst nach der Behandlung von dieser, von der Scheinschwangerschaft?								
1	00:36:48.00	IP_JA	Ja ja, ja ja, richtig.								
1	00:36:49.19	IP_JA	Ja ja, richtig.								
1	00:36:51.08	INT_AKE	Hm								
1	00:36:51.09	IP_JA	Ja.								
1	00:36:51.10	IP_JA	Hab' ich das 'n bisschen durcheinander gebracht.								
1	00:36:54.01	IP_JA	Ist auch schwer, ne, das so alles in die Reihe jetzt zu kriegen.								
1	00:36:55.02	INT_AKE	Ja								
